#x(1) v(2) rho0(3) u(4) p(5) diffrho0(6) diffp(7) diffv(8) diffu(9) 
-0.2649375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2645625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2641875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2638125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2634375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2630625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.26268749999999996 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2623125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2619375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2615625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2611875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2608125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2604375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2600625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25968749999999996 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2593125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2589375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2585625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2581875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2578125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2574375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25706249999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25668749999999996 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2563125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2559375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2555625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2551875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2548125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2544375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25406249999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25368749999999995 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2533125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2529375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2525625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2521875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2518125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2514375 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25106249999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.25068749999999995 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2503125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24993749999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24956249999999996 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2491875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2488125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24843749999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24806249999999996 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2476875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2473125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24693749999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2465625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2461875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2458125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24543749999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2450625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2446875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2443125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24393749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2435625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2431875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2428125 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24243749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24206249999999999 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2416875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24131249999999999 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24093749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.24056249999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2401875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23981249999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23943749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2390625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2386875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23831249999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23793749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2375625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2371875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23681249999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23643749999999997 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2360625 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.2356875 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23531249999999998 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
-0.23493749999999997 0.0 1.0 1.0 1.0 0.0 0.0 2.2970838728602487E-17 0.0
-0.2345625 0.0 1.0 1.0 1.0 0.0 3.3306690738754696E-16 1.493104431090909E-16 3.3306690738754696E-16
-0.2341875 0.0 1.0 1.0 1.0 4.440892098500626E-16 9.992007221626409E-16 3.905042195723985E-16 5.551115123125783E-16
-0.23381249999999998 0.0 1.0 1.0 1.0 1.1102230246251565E-15 2.220446049250313E-15 8.958625790326911E-16 1.1102230246251565E-15
-0.23343749999999996 0.0 1.0 1.0 1.0 2.1094237467877974E-15 4.440892098500626E-15 1.8146959136089673E-15 2.3314683517128287E-15
-0.2330625 0.0 1.0 1.0 1.0 4.107825191113079E-15 8.104628079763643E-15 3.3767125424829156E-15 3.9968028886505635E-15
-0.2326875 0.0 1.0 1.0 1.0 7.66053886991358E-15 1.5210055437364645E-14 6.110241616362102E-15 7.549516567451064E-15
-0.23231249999999998 0.0 1.0 1.0 1.0 1.2878587085651816E-14 2.609024107869118E-14 1.0945601754936952E-14 1.3211653993039363E-14
-0.23193749999999996 0.0 1.0 1.0 1.0 2.2870594307278225E-14 4.629630012686903E-14 1.870974296939849E-14 2.3425705819590803E-14
-0.2315625 0.0 1.0 1.0 1.0 4.007905118896815E-14 7.938094626069869E-14 3.2492241896436746E-14 3.930189507173054E-14
-0.2311875 0.0 1.0 1.0 1.0 6.816769371198461E-14 1.3600232051658168E-13 5.5417131832564485E-14 6.783462680459706E-14
-0.23081249999999998 0.0 1.0 1.0 1.0 1.1546319456101628E-13 2.311484337269576E-13 9.42952638648986E-14 1.156852391659413E-13
-0.23043749999999996 0.0 1.0 1.0 1.0 1.9539925233402755E-13 3.9124259387790516E-13 1.598310459589409E-13 1.9584334154387761E-13
-0.2300625 0.0 1.0 1.0 1.0 3.29847260616134E-13 6.598055435347305E-13 2.693674547569791E-13 3.299582829185965E-13
-0.2296875 0.0 1.0 1.0 1.0 5.538902669854906E-13 1.1081136008783687E-12 4.5260577552974704E-13 5.542233338928781E-13
-0.22931249999999997 0.0 1.0 1.0 1.0 9.265921363521556E-13 1.853517339611699E-12 7.566476961653508E-13 9.269252032595432E-13
-0.22893749999999996 0.0 1.0 1.0 1.0 1.5434320488338926E-12 3.0869751199702478E-12 1.2604899046362189E-12 1.5435430711363551E-12
-0.2285625 0.0 1.0 1.0 1.0 2.561728607020086E-12 5.123235169435247E-12 2.0913104047005032E-12 2.561506562415161E-12
-0.2281875 0.0 1.0 1.0 1.0 4.233280392895722E-12 8.467337941908681E-12 3.457087097608463E-12 4.2340575490129595E-12
-0.22781249999999997 0.0 1.0 1.0 1.0 6.9714234385287455E-12 1.3943068921662416E-11 5.692080024311128E-12 6.9716454831336705E-12
-0.22743750000000001 0.0 1.0 1.0 1.0 1.1434964086731725E-11 2.286992817346345E-11 9.336643515332977E-12 1.1434964086731725E-11
-0.2270625 0.0 1.0 1.0 1.0 1.868305510299706E-11 3.736666531750643E-11 1.525477941509126E-11 1.8683610214509372E-11
-0.2266875 0.0 1.0 1.0 1.0 3.0407565354551025E-11 6.08146866198922E-11 2.4827356215570572E-11 3.0407121265341175E-11
-0.22631249999999997 0.0 1.0 1.0 1.0 4.92943463825668E-11 9.858713845289913E-11 4.024836385331327E-11 4.9292792070332325E-11
-0.2259375 0.0 1.0 1.0 1.0 7.959433112603165E-11 1.591877740736436E-10 6.498817791421691E-11 7.959344294761195E-11
-0.2255625 0.0 1.0 1.0 1.0 1.280034966910648E-10 2.5600843667206163E-10 1.0451471735175419E-10 1.2800493998099682E-10
-0.22518749999999998 0.0 1.0 1.0 1.0 2.0502688435897198E-10 4.1005410178485135E-10 1.6740421043442864E-10 2.0502721742587937E-10
-0.22481249999999997 0.0 1.0 1.0 1.0 3.270590465120904E-10 6.541179820018783E-10 2.6704237992772255E-10 3.2705893548978793E-10
-0.2244375 0.0 1.0 1.0 1.0 5.195780472533329E-10 1.0391562055289683E-9 4.242341016071834E-10 5.195781582756354E-10
-0.2240625 0.0 1.0 1.0 1.0 8.219953606669606E-10 1.6439914984900383E-9 6.711565691679301E-10 8.219961378230778E-10
-0.22368749999999998 0.0 1.0 1.0 1.0 1.2949831207365037E-9 2.5899666855622172E-9 1.0573498683665593E-9 1.2949835648257135E-9
-0.22331249999999997 0.0 1.0 1.0 1.0 2.0315024107375734E-9 4.063004710452844E-9 1.6587143409746974E-9 2.031502299715271E-9
-0.2229375 0.0 1.0 1.0 1.0 3.173291407421175E-9 6.3465837030207695E-9 2.5909820464246643E-9 3.1732922955995946E-9
-0.2225625 0.0 1.0 1.0 1.0 4.9354134112888914E-9 9.870827932800808E-9 4.029748716238455E-9 4.935414521511916E-9
-0.22218749999999998 0.0 1.0 1.0 1.0 7.642551702602418E-9 1.5285103294182534E-8 6.240117532748863E-9 7.642551702602418E-9
-0.22181249999999997 0.0 1.0 1.0 1.0 1.1782412934202569E-8 2.356482742271737E-8 9.620300414420264E-9 1.1782414599537105E-8
-0.2214375 0.0 1.0 1.0 1.0 1.8083826325288044E-8 3.616765242853148E-8 1.4765382281668281E-8 1.8083826436310346E-8
-0.2210625 0.0 1.0 1.0 1.0 2.7630272514400644E-8 5.526054513982359E-8 2.2560023212034974E-8 2.7630273402579064E-8
-0.22068749999999998 0.0 1.0 1.0 1.0 4.20239218978935E-8 8.404784113125174E-8 3.4312388778853116E-8 4.202392100971508E-8
-0.22031249999999997 0.0 1.0 1.0 1.0 6.362116322655709E-8 1.2724232223426668E-7 5.194646366488196E-8 6.362116300451248E-8
-0.2199375 0.0 1.0 1.0 1.0 9.586862625976522E-8 1.9173724341570164E-7 7.827640900013058E-8 9.586862637078752E-8
-0.2195625 0.0 1.0 1.0 1.0 1.437794147074456E-7 2.8755880854269833E-7 1.1739540823078119E-7 1.43779414485401E-7
-0.21918749999999998 0.0 1.0 1.0 1.0 2.1460347410240388E-7 4.2920689913295007E-7 1.752230179368824E-7 2.146034711048017E-7
-0.21881249999999997 0.0 1.0 1.0 1.0 3.187646903102248E-7 6.375292718185932E-7 2.6027031376435185E-7 3.1876468309377515E-7
-0.2184375 0.0 1.0 1.0 1.0 4.711613866836828E-7 9.423225360016829E-7 3.847017355101105E-7 4.7116137136260505E-7
-0.2180625 0.0 1.0 1.0 1.0 6.929577002212639E-7 1.3859148850769998E-6 5.657977549775545E-7 6.92957665027194E-7
-0.21768749999999998 0.0 1.0 1.0 1.0 1.014032173451973E-6 2.0280632444524826E-6 8.279541417017094E-7 1.014032099289075E-6
-0.21731249999999996 0.0 1.0 1.0 1.0 1.4762978191029674E-6 2.952593307403717E-6 1.205392849157937E-6 1.4762976677795692E-6
-0.2169375 0.0 1.0 1.0 1.0 2.1381659924823992E-6 4.276327102203936E-6 1.7458067488216982E-6 2.13816568150893E-6
-0.2165625 0.0 1.0 1.0 1.0 3.0804959626484774E-6 6.1609818071683975E-6 2.515217592421487E-6 3.0804953339291785E-6
-0.21618749999999998 0.0 1.0 1.0 1.0 4.414452311252148E-6 8.828883885314553E-6 3.6043917390308053E-6 4.4144510614740895E-6
-0.21581249999999996 0.0 1.0 1.0 1.0 6.2917816173735375E-6 1.2583521183384683E-5 5.137231437195404E-6 6.291779152456378E-6
-0.2154375 0.0 1.0 1.0 1.0 8.918116556344557E-6 1.7836148783589856E-5 7.281638342355363E-6 8.918111759848024E-6
-0.2150625 0.0 1.0 1.0 1.0 1.2570012991819368E-5 2.513985875862712E-5 1.026342565960976E-5 1.257000377197226E-5
-0.21468749999999998 0.0 1.0 1.0 1.0 1.7616515341267736E-5 3.52327028461108E-5 1.4383928806889211E-5 1.7616497846040247E-5
-0.21431249999999996 0.0 1.0 1.0 1.0 2.4546114755552573E-5 4.9091594220729284E-5 2.004202139484529E-5 2.4546081975995726E-5
-0.2139375 0.0 1.0 1.0 1.0 3.399999525510733E-5 6.799877389418452E-5 2.776126901050055E-5 3.399993463759632E-5
-0.2135625 0.0 1.0 1.0 1.0 4.6812432116571934E-5 9.362256223954812E-5 3.82229291409958E-5 4.68123215220384E-5
-0.21318749999999997 0.0 1.0 1.0 1.0 6.405908532536309E-5 1.281138680623295E-4 5.230540808205216E-5 6.405888629112955E-5
-0.21281249999999996 0.0 1.0 1.0 1.0 8.711368558789179E-5 1.742194292251309E-4 7.113058807693106E-5 8.711333240118968E-5
-0.2124375 0.0 1.0 1.0 1.0 1.1771320556153153E-4 2.3541193704568197E-4 9.611711127117901E-5 1.1771258781001492E-4
-0.2120625 0.0 1.0 1.0 1.0 1.580310092201831E-4 3.160359801892554E-4 1.290402232832476E-4 1.5802994460067943E-4
-0.21168749999999997 0.0 1.0 1.0 1.0 2.107566512797865E-4 4.2146707749179946E-4 1.7209711697470357E-4 2.1075484419752488E-4
-0.21131250000000001 0.0 1.0 1.0 1.0 2.791799433117248E-4 5.582789261279197E-4 2.279758664260051E-4 2.791769234138375E-4
-0.2109375 0.0 1.0 1.0 1.0 3.67275628813557E-4 7.344114014726788E-4 2.999250147750798E-4 3.6727066222241866E-4
-0.21056249999999999 0.0 1.0 1.0 1.0 4.7978356662947697E-4 9.59328909707291E-4 3.918197185287979E-4 4.7977553149336494E-4
-0.21018749999999997 0.0 1.0 1.0 1.0 6.222778128668338E-4 0.001244155621581755 5.082191374369266E-4 6.222650304371635E-4
-0.2098125 0.0 1.0 1.0 1.0 8.012165723498832E-4 0.0016017712263106665 6.544086184914637E-4 8.011965859437975E-4
-0.2094375 0.0 1.0 1.0 1.0 0.0010239638787921113 0.002046848584280392 8.364193278627436E-4 0.00102393317607552
-0.20906249999999998 0.0 1.0 1.0 1.0 0.0012987733220158892 0.0025958135723891385 0.0010610175452257344 0.00129872700235667
-0.20868749999999997 0.0 1.0 1.0 1.0 0.0016347244571329744 0.003266708100448379 0.0013356560766494044 0.0016346558552201573
-0.2083125 0.0 1.0 1.0 1.0 0.0020416039721816714 0.004078940290968336 0.0016683813755224205 0.002041504261997007
-0.2079375 0.0 1.0 1.0 1.0 0.002529726445345104 0.005052911552635209 0.002067692132119862 0.00252958426349692
-0.20756249999999998 0.0 1.0 1.0 1.0 0.003109693636113242 0.006209518838321881 0.0025423483360339145 0.0031094947783324445
-0.20718749999999997 0.0 1.0 1.0 1.0 0.0037920965638783555 0.007569541421273973 0.0031011340036076907 0.0037918238194727394
-0.2068125 0.0 1.0 1.0 1.0 0.004587170725443901 0.00915293419062968 0.003752581577415197 0.004586803917841054
-0.2064375 0.0 1.0 1.0 1.0 0.005504421038323715 0.010978062381162168 0.0045046709407968325 0.00550393733127863
-0.20606249999999998 0.0 1.0 1.0 1.0 0.006552238630187723 0.013060924034418941 0.005364520397136112 0.006551613136918433
-0.20568749999999997 0.0 1.0 1.0 1.0 0.007737535519854011 0.015414414418902789 0.006338090138356951 0.007736742216758907
-0.2053125 0.0 1.0 1.0 1.0 0.009065424735227978 0.018047689395379818 0.007429920033965938 0.009064437637321787
-0.2049375 0.0 1.0 1.0 1.0 0.010538971945257103 0.020965681174819673 0.008642922581193003 0.010537766454594366
-0.20456249999999998 0.0 1.0 1.0 1.0 0.012159040123169818 0.024168809868807428 0.009978248455788182 0.012157594424041851
-0.20418749999999997 0.0 1.0 1.0 1.0 0.013924241486635847 0.02765291854855023 0.011435236561911042 0.013922537840919125
-0.2038125 0.0021331606402029547 0.9973902604955882 0.9973902604955882 0.9947873317314573 0.01322126233160792 0.02619677183652991 0.010878292796820574 0.013219288130188578
-0.2034375 0.005107304511465775 0.993761076578555 0.9937610765785547 0.9875610773225684 0.011634809222148768 0.022986860987339597 0.009595514727331892 0.011632557674793875
-0.20306249999999998 0.008059915570550975 0.9901689424709662 0.990168942470966 0.9804345346340714 0.010214039651747386 0.020120444172075258 0.008443894789800815 0.010211510042923533
-0.20268749999999996 0.010991290486119736 0.9866131722738126 0.9866131722738125 0.9734055517041957 0.008949522119883757 0.01757659896278496 0.007416432473376856 0.008946719613004417
-0.2023125 0.013901719855271263 0.9830930980999507 0.9830930980999506 0.9664720395317592 0.007830821681118816 0.015332542572806918 0.006505258227985165 0.007827756707334932
-0.2019375 0.016791488370080068 0.9796080694634023 0.9796080694634022 0.9596319697578138 0.006846908745787195 0.01336447150092901 0.005701959645625754 0.006843596055754908
-0.20156249999999998 0.019660874978384493 0.9761574526939577 0.9761574526939575 0.952883372449956 0.005986566069643873 0.0116483863479524 0.004997910013469522 0.005983023550853228
-0.20118749999999996 0.022510153039064187 0.9727406303758337 0.9727406303758336 0.9462243339839742 0.005238775141973351 0.010160863422475575 0.004384584161549517 0.005235022507787068
-0.2008125 0.025339590472045728 0.9693570008092222 0.9693570008092218 0.93965299501785 0.004593070301902369 0.008879749771096956 0.003853852073276577 0.004589127742794963
-0.2004375 0.02814944990323679 0.9660059774936456 0.9660059774936455 0.9331675485534536 0.004039857378610234 0.00778477559976587 0.0033982475019053993 0.004035744235298622
-0.20006249999999998 0.030939988804607757 0.9626869886320554 0.9626869886320554 0.9267662380814551 0.0035707028645360905 0.006858096365327082 0.0030112163977570605 0.003566436341584711
-0.19968749999999996 0.03371145962961204 0.9593994766547054 0.9593994766547053 0.9204473558053224 0.0031786095073291776 0.00608479582225141 0.0026873582685166472 0.0031742033966325467
-0.1993125 0.036464109944131184 0.9561428977618726 0.9561428977618722 0.9142092409404704 0.0028583087171625277 0.005453408468888088 0.002422686061377674 0.002853772022150425
-0.1989375 0.03919818255312579 0.9529167214845297 0.9529167214845297 0.9080502780848246 0.002606753731186906 0.004956809551221353 0.002215060870814592 0.002602088177426354
-0.19856249999999998 0.04191391562315987 0.9497204302621636 0.9497204302621635 0.901968895657349 0.0024100376272497837 0.004567629596378797 0.002051187381018442 0.0024055131684356246
