#x(1) v(2) rho0(3) u(4) p(5) diffrho0(6) diffp(7) diffv(8) diffu(9) 
-0.12018749999999999 0.3924959400027971 0.5864115081358443 0.5864115081358441 0.34387845687415525 0.001646058144794904 0.0019382467637692469 0.001746360110102263 0.0016545647575880729
-0.11981249999999999 0.3935949647328964 0.5853747229931353 0.5853747229931353 0.3426635663192899 0.0016629346122433164 0.0019546582599415663 0.0017666108905070588 0.0016714743240600072
-0.11943749999999999 0.394690818143144 0.5843412796967841 0.584341279696784 0.34145473115767516 0.001680476670344877 0.00197177141023247 0.0017881454801558783 0.0016890149750045103
-0.11906249999999999 0.3957835185320138 0.5833111554463296 0.5833111554463296 0.3402519040681321 0.001701921513203808 0.001993408061216062 0.0018076646299009513 0.001710488698937973
-0.11868749999999999 0.3968730840493889 0.5822843276557882 0.5822843276557881 0.3390550382335532 0.0017222802545823201 0.0020136849171940585 0.0018306644185985266 0.0017308504791355706
-0.11831249999999999 0.3979595326981599 0.5812607739510016 0.5812607739510014 0.33786408733411727 0.0017425710902153613 0.0020338285046648252 0.0018562428626567873 0.0017511739731601583
-0.11793749999999999 0.39904288233580504 0.5802404721670302 0.5802404721670302 0.3366790055406182 0.0017676104859097874 0.002059404431765166 0.0018795547728649997 0.0017762043511516667
-0.11756249999999999 0.400123150675945 0.5792234003455828 0.5792234003455828 0.33549974750789935 0.0017924145866500263 0.002084649108879344 0.001906079599225785 0.0018010536207051508
-0.11718749999999999 0.40120035528988185 0.578209536732486 0.5782095367324859 0.334326268368396 0.0018163474352006492 0.0021087611900448278 0.001936841110151244 0.0018249733501310983
-0.11681249999999999 0.4022745136081131 0.5771988597751909 0.5771988597751909 0.33315852372578053 0.001845958702564543 0.002139395300502278 0.001965162652770358 0.0018546233519769473
-0.11643749999999999 0.40334564292182984 0.5761913481203185 0.5761913481203182 0.3319964696487099 0.0018766316337224254 0.002171125623068093 0.0019963470057635657 0.0018852916097720218
-0.11606249999999999 0.4044137603843918 0.5751869806112394 0.5751869806112392 0.33084006266467414 0.0019054553405819519 0.0022006373153781733 0.0020338070957535703 0.001914154722054584
-0.11568749999999998 0.4054788830127853 0.5741857362856918 0.5741857362856917 0.329689259753942 0.001941043297174816 0.002237818405051495 0.002068864892202704 0.0019497427825074798
-0.11531249999999998 0.4065410276890614 0.5731875943734341 0.5731875943734341 0.32854401834360447 0.0019794061772359095 0.0022780708873540445 0.0021063975793471634 0.0019881179226931556
-0.11493749999999998 0.40760021116175355 0.5721925342939308 0.5721925342939308 0.3274042963017112 0.0020151728152575377 0.0023151960765623314 0.002152736304053604 0.0020238830339114333
-0.11456249999999998 0.4086564500472814 0.5712005356540752 0.5712005356540752 0.3262700519315025 0.002059135146381119 0.0023617259258861267 0.002196508641518269 0.002068079942958434
-0.11418749999999998 0.40970976083133054 0.5702115782459428 0.5702115782459427 0.3251412439657289 0.0021068849964899217 0.002412073853601149 0.002244028199589354 0.0021154369679270424
-0.11381249999999998 0.4107601598702185 0.569225642044579 0.5692256420445789 0.3240178315610632 0.002152488490496318 0.002460279088709272 0.002301927207855714 0.0021614888279956057
-0.11343749999999998 0.41180766339224195 0.5682427072058206 0.5682427072058205 0.32289977429259986 0.0022103184271689003 0.002521915167379596 0.002356473151249039 0.002219144756281377
-0.11306249999999998 0.41285228749900554 0.5672627540641451 0.5672627540641451 0.32178703214843873 0.0022685216206834724 0.002583873499855227 0.002421480077104743 0.002277356368344585
-0.11268749999999998 0.41389404816673564 0.5662857631305571 0.5662857631305571 0.32067956552435745 0.0023311086572495032 0.0026506091438067148 0.0024942462934163245 0.002339950790965162
-0.11231249999999998 0.4149329612475751 0.5653117150904985 0.5653117150904985 0.31957733521856097 0.0024081270827440715 0.0027335124512913866 0.0025657957858031266 0.002416984396276356
-0.11193749999999998 0.41596904247086275 0.5643405908017942 0.5643405908017942 0.31848030242651815 0.00248301853449584 0.00281374776275789 0.002655703775622409 0.002491920930538627
-0.11156249999999998 0.41700230744439676 0.5633723712926264 0.5633723712926263 0.31738842873587686 0.0025699051004869355 0.0029073252495929736 0.0027513041847325725 0.0025789056234440944
-0.11118749999999998 0.4180327716556807 0.5624070377595357 0.5624070377595356 0.31630167612145577 0.002674868032961464 0.0030209919109213113 0.0028489252032641854 0.0026839070381821095
-0.11081249999999998 0.41906045047315515 0.5614445715654532 0.5614445715654531 0.31522000694031527 0.0027763920174744827 0.0031302396657276743 0.0029744334968965225 0.002785166699584396
-0.11043749999999998 0.42008535914741246 0.5604849542377603 0.5604849542377602 0.3141433839269042 0.0028990640589755534 0.00326346343247369 0.0031041479098321 0.0029084631314182374
-0.11006249999999998 0.42110751281239767 0.5595281674663751 0.5595281674663751 0.3130717701882799 0.003043915683368148 0.0034205143252268866 0.0032422293935375213 0.0030526892685015516
-0.10968749999999998 0.4221269264865921 0.5585741931018678 0.5585741931018678 0.31200512919940276 0.0031852444010678216 0.003573731753263698 0.003418983284476207 0.003194492717526254
-0.10931249999999998 0.42314361507418513 0.5576230131536022 0.5576230131536022 0.3109434247985024 0.0033627584043544045 0.0037667616719327945 0.003597290426342714 0.0033719397066621637
-0.10893749999999998 0.4241575933662285 0.5566746097879015 0.5566746097879014 0.30988662118251237 0.003561608008894268 0.003983101605479378 0.0037978147037556753 0.003570716767969606
-0.10856249999999998 0.425168876041777 0.555728965326242 0.555728965326242 0.30883468290257554 0.0037637410460139575 0.004202609413199998 0.004044697227974292 0.0037730420287879207
-0.10818749999999998 0.4261774776690161 0.5547860622434753 0.5547860622434752 0.30778757485962116 0.004016020642305884 0.004477208637272467 0.004293543761673513 0.004024996377293366
-0.10781249999999999 0.4271834127063737 0.5538458831660663 0.5538458831660662 0.30674526229999993 0.004289930629873706 0.004775690877915684 0.00457921582428733 0.004299545738109312
-0.10743749999999999 0.4281866955036206 0.5529084108703678 0.5529084108703677 0.3057077108111954 0.0045752778519561055 0.005085288582309111 0.004918957160074067 0.0045841322851092325
-0.10706249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.004774893306041528 0.005301077444821611 0.005105780583609276 0.00478503305679967
-0.10668749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.004215226816862705 0.004677009216118688 0.004499882065616967 0.004223524830578529
-0.10631249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.003672040050061387 0.004074371124277554 0.003957559608326278 0.003682964147215362
-0.10593749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.003204366038058293 0.003552853782452181 0.0034239443891717625 0.00321191970365442
-0.10556249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.0027622783565467435 0.0030644696655600656 0.0029466571412340437 0.00277420802938666
-0.10518749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.0023449632202727777 0.0025986557588742465 0.0025362759917900712 0.002351732458750533
-0.10481249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.0019956480449193625 0.0022146780241204533 0.0021347874724717553 0.0020083165376324486
-0.10443749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.001682106951998108 0.0018638400211951067 0.001787063833067315 0.0016885347744616253
-0.10406249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.0013788765081971244 0.0015315913310011697 0.001503955035544069 0.0013916653341392582
-0.10368749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 0.0011479871006849773 0.0012730289674098283 0.0012279342215258948 0.0011553201172309624
-0.10331249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.399764296338375E-4 0.0010451614062643722 9.953659598355147E-4 9.51399618042359E-4
-0.10293749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.4528268815377E-4 8.283746402293346E-4 8.193950178419507E-4 7.540511657386784E-4
-0.10256249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.009255218637488E-4 6.695920857638371E-4 6.483080807496711E-4 6.111741133706383E-4
-0.10218749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 4.81874855014941E-4 5.378040569012921E-4 5.055635410119441E-4 4.91766371223723E-4
-0.10181249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 3.66044526678877E-4 4.096538101388547E-4 4.072157598343784E-4 3.7567117712777875E-4
-0.10143749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 2.8412713813674717E-4 3.194097501097448E-4 3.136640598139784E-4 2.942362166340473E-4
-0.10106249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 2.2381197399556907E-4 2.5267837679188165E-4 2.3289900047190892E-4 2.337442171213011E-4
-0.10068749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 1.6315209067829795E-4 1.8568204333496707E-4 1.8212914641335676E-4 1.7310397646708164E-4
-0.10031249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 1.1851029287279768E-4 1.364432528699333E-4 1.389235458333915E-4 1.2858805430782105E-4
-0.09993749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.132985746362898E-5 1.0639105921445013E-4 9.746501225338378E-5 1.0134880843304384E-4
-0.09956249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.519452396736014E-5 7.751483538392945E-5 7.100967666651137E-5 7.519142661527312E-5
-0.09918749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 4.213250945162006E-5 5.212877091903545E-5 5.44703053375617E-5 5.227910366800703E-5
-0.09881249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 2.8877576672470262E-5 3.75108538581137E-5 3.740061344220669E-5 3.9060019210279684E-5
-0.09843749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 2.0489852738947434E-5 2.8239574438815307E-5 2.3386318994622624E-5 3.0656511978310874E-5
-0.09806249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 1.1328389627696112E-5 1.8141937836946287E-5 1.600778936033942E-5 2.1529836921607703E-5
-0.09768749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 3.976980730624469E-6 1.0075357102123927E-5 1.1513580625732711E-5 1.4271397971055144E-5
-0.09731249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 3.804696601106272E-7 6.125177305527085E-6 6.268688078459039E-6 1.0713440880549818E-5
-0.09693749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 1.4336650215884816E-6 4.125988981806827E-6 1.905676063729267E-6 8.906677228859294E-6
-0.09656249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 3.781317837181497E-6 1.5338796402475374E-6 2.1861133453482395E-7 6.559524760585411E-6
-0.09618749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.090561915916837E-6 1.0024629784055605E-6 8.670017550560516E-7 4.2749486518500746E-6
-0.09581249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.339368762293574E-6 2.358819448544658E-6 1.828758980415568E-6 3.0671169839457946E-6
-0.09543749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.543995048986396E-6 2.5610472016990293E-6 3.181061785983985E-6 2.905467398006678E-6
-0.09506249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.734702039297048E-6 2.749652614875142E-6 4.09153330832579E-6 2.7545712530940847E-6
-0.09468749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.362350018331632E-6 3.4206784694790215E-6 4.304406147792594E-6 2.1668517854456226E-6
-0.09431249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.987724579689882E-6 4.08606121565791E-6 4.187913938524801E-6 1.5870784821903072E-6
-0.09393749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.23266227348396E-6 4.338095530465047E-6 4.3754168765897106E-6 1.3755289237638024E-6
-0.09356249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.101341480688419E-6 4.1793350389895956E-6 4.705368916613217E-6 1.5317572977791016E-6
-0.09318749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.049108978587128E-6 4.104416649941545E-6 4.845941689979316E-6 1.615218165107457E-6
-0.09281249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.06217004303933E-6 4.095392158010025E-6 4.739295572930846E-6 1.644624905705605E-6
-0.09243749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 9.054054476487217E-6 4.071638759983731E-6 4.545701774882893E-6 1.6795320301188355E-6
-0.09206249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.977154182909786E-6 3.9634348162898014E-6 4.326785846109349E-6 1.7986123648228158E-6
-0.09168749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.80224427757259E-6 3.7369013101695714E-6 4.165832304947603E-6 2.034003010242813E-6
-0.09131249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.587286062899935E-6 3.4731546505462063E-6 4.068114380972876E-6 2.2967459013534253E-6
-0.09093749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.416873088057386E-6 3.267235738346752E-6 3.927034898765225E-6 2.499295531754875E-6
-0.09056249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.32903498870774E-6 3.153043607595496E-6 3.7214203123525635E-6 2.6182835568544505E-6
-0.09018749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.255047875604937E-6 3.05529545185923E-6 3.5281493186989366E-6 2.7213390417779593E-6
-0.08981249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 8.131588029591796E-6 2.904306505457921E-6 3.3907222017348637E-6 2.871351897026919E-6
-0.08943749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.980647695138288E-6 2.722339724314793E-6 3.299813785939687E-6 3.0499914996928723E-6
-0.08906249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.849596847298024E-6 2.559282102965188E-6 3.1888491746068226E-6 3.214272141449648E-6
-0.08868749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.754976505403022E-6 2.434043517629547E-6 3.0332546146483175E-6 3.346485165534041E-6
-0.08831249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.675667277329268E-6 2.3240319689810107E-6 2.8642806956247213E-6 3.4664299832787293E-6
-0.08793749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.573597450072356E-6 2.1880366127824402E-6 2.7124757851493264E-6 3.61067621157396E-6
-0.08756249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.442056779827233E-6 2.0201329479774266E-6 2.5910984576271723E-6 3.783244037158795E-6
-0.08718749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.309080741313423E-6 1.853391269179827E-6 2.478786598258953E-6 3.952271765972348E-6
-0.08681249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.200675742002893E-6 1.7135557576763993E-6 2.34709351226714E-6 4.097137885072932E-6
-0.08643749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.122922856983571E-6 1.6060007781426577E-6 2.2035713569956705E-6 4.214189456064332E-6
-0.08606249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 7.045454802123707E-6 1.496981414939036E-6 2.079828260836969E-6 4.334178154374868E-6
-0.08568749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.959662551153656E-6 1.3750959817482311E-6 1.9891098820834507E-6 4.469145763796867E-6
-0.08531249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.886993439536582E-6 1.266091379459322E-6 1.9090596888871048E-6 4.593906698158179E-6
-0.08493749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.83801308742904E-6 1.1851996802869635E-6 1.819400738956034E-6 4.691438150072891E-6
-0.08456249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.8029316245832305E-6 1.1217113893846609E-6 1.7330998019482458E-6 4.771347333121234E-6
-0.08418749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.7600792464928006E-6 1.0521771078852993E-6 1.6649847980887422E-6 4.854436056245248E-6
-0.08381249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.709003793292645E-6 9.784228832687702E-7 1.6139081510657682E-6 4.936944769329266E-6
-0.08343749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.664660735733463E-6 9.137535781911232E-7 1.5613155123772593E-6 5.009731205984913E-6
-0.08306249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.631726209516131E-6 8.603140941310095E-7 1.5023861534846361E-6 5.07358671275604E-6
-0.08268749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.602263834531996E-6 8.091869647119942E-7 1.4444837154181656E-6 5.136726252241708E-6
-0.08231249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.570107015102522E-6 7.524289213356461E-7 1.3914522760116732E-6 5.2073701125587846E-6
-0.08193749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.5367484681777555E-6 6.910603164711482E-7 1.3425821670520754E-6 5.285162957169298E-6
-0.08156249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.504994488176763E-6 6.300720291063655E-7 1.2929221236968047E-6 5.363871554142641E-6
-0.08118749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.475798846383718E-6 5.72717757552077E-7 1.2383124514681043E-6 5.438556532344485E-6
-0.08081249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.449136048636284E-6 5.183116018048217E-7 1.1801011481349377E-6 5.510434711863965E-6
-0.08043749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.423578348124792E-6 4.645201809871935E-7 1.1243863779486496E-6 5.582304585582953E-6
-0.08006249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.396003186526222E-6 4.0907892157049375E-7 1.0779639598723634E-6 5.655145169591869E-6
-0.07968749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.374799911945672E-6 3.5958485261611273E-7 1.0349883219351597E-6 5.723586098516087E-6
-0.07931249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.363789340269044E-6 3.201505637262514E-7 9.909273679387098E-7 5.783999473485402E-6
-0.07893749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.355714885053487E-6 2.8360446918673787E-7 9.522718082966009E-7 5.842117869359065E-6
-0.07856249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.3464590331907544E-6 2.462087698162918E-7 9.217561659502493E-7 5.9005936632328115E-6
-0.07818749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.339896255869171E-6 2.1343532968787216E-7 8.935634453477448E-7 5.95339065956324E-6
-0.07781249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.33758528068018E-6 1.8716846550415056E-7 8.651805165071913E-7 5.998654709737927E-6
-0.07743749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.335451338879139E-6 1.6190328416820776E-7 8.407738316118518E-7 6.042281528118032E-6
-0.07706249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.329422366335713E-6 1.3567635170907977E-7 8.207323654030318E-7 6.083755171193417E-6
-0.07668749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.324905127530478E-6 1.1111246539519115E-7 8.017367291723865E-7 6.1237284384452195E-6
-0.07631249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.3238693704947835E-6 9.016058077904177E-8 7.830281873455469E-7 6.16064113612147E-6
-0.07593749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.32656004262433E-6 6.893070536584389E-8 7.646553739637518E-7 6.201783848580611E-6
-0.07556249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.330756785022373E-6 4.771650125023896E-8 7.475284643509994E-7 6.244404281763316E-6
-0.07518749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.334888415171491E-6 2.6724355728369176E-8 7.299162618767951E-7 6.286557405088544E-6
-0.07481249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.340613326716316E-6 6.954134990078131E-9 7.109609761468683E-7 6.328090672580444E-6
-0.07443749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.34911405994476E-6 1.2865836451769752E-8 6.907042379156181E-7 6.372489935957404E-6
-0.07406249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.357841154769339E-6 3.274467863523256E-8 6.712735539649017E-7 6.417222194965433E-6
-0.07368749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.3647959369639295E-6 5.34279429587059E-8 6.522843335465822E-7 6.461639087240734E-6
-0.07331249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.372063658388605E-6 7.490955306055369E-8 6.336053807176611E-7 6.50781490740826E-6
-0.07293749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.381355525331145E-6 9.47981965149225E-8 6.168805363748753E-7 6.553129708097849E-6
-0.07256249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.393496296275281E-6 1.116140666557186E-7 6.023824239420605E-7 6.595728012204205E-6
-0.07218749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.407946128494935E-6 1.2474962585162785E-7 5.923471773638944E-7 6.633969578895282E-6
-0.07181249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.4220623546829E-6 1.3678967025754218E-7 5.824581046920407E-7 6.669893314215081E-6
-0.07143749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.436837031942311E-6 1.474392121170176E-7 5.726183594512158E-7 6.703957012188511E-6
-0.07106249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.451050296396588E-6 1.5747884268835222E-7 5.637522398904693E-7 6.736354601244443E-6
-0.07068749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.463711971660402E-6 1.677446742620603E-7 5.560914035918074E-7 6.767610265856483E-6
-0.07031249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.475478439127436E-6 1.7772244204072862E-7 5.488867717562407E-7 6.797448955375707E-6
-0.06993749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.487623398943043E-6 1.8677037105785388E-7 5.415234033967486E-7 6.825982003855202E-6
-0.06956249999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.501098981814835E-6 1.9592647104715866E-7 5.329793053010512E-7 6.85604163130904E-6
-0.06918749999999999 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.516488942898135E-6 2.057082038042779E-7 5.234732897707595E-7 6.889148843391979E-6
-0.06881249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.533076841619412E-6 2.1629058827299374E-7 5.134958884212004E-7 6.924904181193625E-6
-0.06843749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.549876154671175E-6 2.2823705908558978E-7 5.029438377435191E-7 6.963341602328477E-6
-0.06806249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.566701830412747E-6 2.4191840186649216E-7 4.915980967301614E-7 7.004947625843805E-6
-0.06768749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.582755448625299E-6 2.5720299856590856E-7 4.794442746147709E-7 7.048685423449719E-6
-0.06731249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.597178155653971E-6 2.737230116456324E-7 4.664499810846934E-7 7.093029883109558E-6
-0.06693749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.6097789641617055E-6 2.905449172363461E-7 4.526575301810887E-7 7.136099195670376E-6
-0.06656249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.622077124984749E-6 3.0712285187251E-7 4.3827199386337057E-7 7.17842396957824E-6
-0.06618749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.63505953368837E-6 3.2305734909421346E-7 4.236785713374047E-7 7.220267603025299E-6
-0.06581249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.649398926472649E-6 3.3705819085794175E-7 4.1054550697916525E-7 7.2599659783900705E-6
-0.06543749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.665999520705235E-6 3.479495814251443E-7 4.0062995504408505E-7 7.296293710656876E-6
-0.06506249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.685256202398904E-6 3.548369130745854E-7 3.954775764092311E-7 7.328025362074442E-6
-0.06468749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.706183258597953E-6 3.5924581903712394E-7 3.933523290977625E-7 7.3569384553273665E-6
-0.06431249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.728863696237042E-6 3.607290764984228E-7 3.9418349401243447E-7 7.382305979408699E-6
-0.06393749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.7535634818982615E-6 3.600089564792519E-7 3.9708423488216127E-7 7.40570210100433E-6
-0.06356249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.781076950290732E-6 3.569139818138112E-7 4.0195229422668177E-7 7.42761059058239E-6
-0.06318749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.810390794309562E-6 3.5340646148407373E-7 4.067785510097899E-7 7.450572293343782E-6
-0.06281249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.842396271022899E-6 3.4844063856454E-7 4.132456019600994E-7 7.47358439190382E-6
-0.06243749999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.877307341390804E-6 3.415280159235756E-7 4.2226402269252006E-7 7.495976074967103E-6
-0.06206249999999998 0.42903031744951514 0.5521203011589235 0.5521203011589234 0.30483682695181974 6.913629970739521E-6 3.3488143630355793E-7 4.312541195816699E-7 7.520261220084201E-6
